ID_sample,Loci,Merge,ESVlength,Final
ADE_25_00688,12S160,415,414,88
ADE_25_00689,12S160,900,898,105
ADE_25_00690,12S160,591,591,109
ADE_25_00691,12S160,0,0,0
ADE_25_00692,12S160,0,0,0
ADE_25_00693,12S160,244,240,70
ADE_25_00694,12S160,810,810,76
ADE_25_00695,12S160,801,801,73
ADE_25_00696,12S160,4,3,3
ADE_25_00697,12S160,438,435,76
ADE_25_00698,12S160,2184,2184,115
ADE_25_00699,12S160,1679,1679,120
ADE_25_00700,12S160,1,1,1
ADE_25_00701,12S160,340,338,87
ADE_25_00702,12S160,1358,1358,157
ADE_25_00703,12S160,745,745,84
ADE_25_00704,12S160,990,989,133
ADE_25_00705,12S160,618,618,91
ADE_25_00706,12S160,593,593,102
ADE_25_00707,12S160,635,634,97
ADE_25_00708,12S160,869,867,99
ADE_25_00709,12S160,832,829,98
ADE_25_00710,12S160,928,927,102
ADE_25_00711,12S160,99,99,30
ADE_25_00712,12S160,210,209,61
ADE_25_00713,12S160,832,831,110
ADE_25_00714,12S160,1,1,1
ADE_25_00715,12S160,675,674,100
ADE_25_00716,12S160,325,324,81
ADE_25_00717,12S160,1118,1117,122
ADE_25_00718,12S160,1156,1154,133
ADE_25_00720,12S160,3,2,2
ADE_25_00730,12S160,878,877,126
ADE_25_00731,12S160,340,335,71
ADE_25_00732,12S160,1224,1222,138
ADE_25_00733,12S160,215,214,60
ADE_25_00734,12S160,671,670,108
ADE_25_00735,12S160,1184,1178,135
ADE_25_00736,12S160,514,513,97
ADE_25_00737,12S160,765,762,118
ADE_25_00738,12S160,542,541,101
ADE_25_00739,12S160,103,97,50
ADE_25_00740,12S160,156,156,50
ADE_25_00741,12S160,1248,1246,149
ADE_25_00742,12S160,418,416,65
ADE_25_00743,12S160,1074,1072,126
ADE_25_00744,12S160,543,541,99
ADE_25_00745,12S160,959,959,140
ADE_25_00746,12S160,345,340,70
ADE_25_00747,12S160,1177,1176,150
ADE_25_00748,12S160,532,522,82
ADE_25_00749,12S160,988,987,144
ADE_25_00750,12S160,90,86,42
ADE_25_00751,12S160,435,433,66
ADE_25_00752,12S160,137,127,49
ADE_25_00753,12S160,466,462,104
ADE_25_00754,12S160,473,464,88
ADE_25_00755,12S160,3,3,3
ADE_25_00756,12S160,227,226,69
ADE_25_00757,12S160,641,638,91
ADE_25_00758,12S160,811,806,139
ADE_25_00759,12S160,32,30,20
ADE_25_00760,12S160,191,190,60
ADE_25_00761,12S160,63,31,25
ADE_25_00762,12S160,385,380,106
ADE_25_00763,12S160,299,265,86
ADE_25_00764,12S160,710,710,118
ADE_25_00765,12S160,26,21,15
ADE_25_00766,12S160,1201,1197,158
ADE_25_00767,12S160,909,905,114
ADE_25_00768,12S160,751,747,119
ADE_25_00769,12S160,380,362,87
ADE_25_00770,12S160,893,890,115
ADE_25_00771,12S160,1292,1291,127
ADE_25_00772,12S160,13,13,5
ADE_25_00773,12S160,1,1,1
ADE_25_01177,12S160,116,113,61
ADE_25_01178,12S160,1155,1149,125
ADE_25_01179,12S160,305,302,96
ADE_25_01180,12S160,203,203,72
ADE_25_01181,12S160,256,253,58
ADE_25_01182,12S160,128,127,58
ADE_25_01183,12S160,2,2,2
ADE_25_01184,12S160,535,529,101
ADE_25_01185,12S160,425,417,91
ADE_25_01186,12S160,1431,1428,133
ADE_25_01187,12S160,173,170,64
ADE_25_01188,12S160,69,67,50
ADE_25_01189,12S160,138,134,69
ADE_25_01190,12S160,387,379,82
ADE_25_01191,12S160,311,306,72
ADE_25_01192,12S160,300,297,75
ADE_25_01193,12S160,51,49,31
ADE_25_01194,12S160,42,40,22
ADE_25_01195,12S160,133,131,70
ADE_25_01196,12S160,2,2,2
ADE_25_01197,12S160,896,894,106
ADE_25_01198,12S160,1088,1084,97
ADE_25_01199,12S160,1681,1678,152
ADE_25_01200,12S160,655,654,132
ADE_25_01201,12S160,346,343,68
ADE_25_01202,12S160,1160,1156,152
ADE_25_01203,12S160,753,752,74
ADE_25_01204,12S160,964,964,79
ADE_25_01205,12S160,945,945,84
ADE_25_01206,12S160,414,409,89
ADE_25_01207,12S160,558,553,96
ADE_25_01208,12S160,668,666,104
ADE_25_01209,12S160,1603,1600,168
ADE_25_01210,12S160,2191,2191,160
ADE_25_01211,12S160,2173,2173,168
ADE_25_01212,12S160,1632,1632,132
ADE_25_01213,12S160,1382,1381,133
ADE_25_01214,12S160,2121,2121,164
ADE_25_01215,12S160,888,886,117
ADE_25_01216,12S160,841,839,140
ADE_25_01217,12S160,1518,1516,181
ADE_25_01218,12S160,1,1,1
ADE_25_01219,12S160,888,886,120
ADE_25_01220,12S160,933,932,101
ADE_25_01221,12S160,737,734,105
ADE_25_01222,12S160,529,527,83
ADE_25_01223,12S160,262,260,84
ADE_25_01224,12S160,280,278,65
ADE_25_01225,12S160,4,3,3
ADE_25_01226,12S160,601,597,122
ADE_25_01227,12S160,676,675,108
ADE_25_01228,12S160,479,477,97
ADE_25_01229,12S160,96,95,38
ADE_25_01230,12S160,173,171,47
ADE_25_01231,12S160,365,362,73
ADE_25_01232,12S160,622,620,90
ADE_25_01233,12S160,200,197,68
ADE_25_01234,12S160,1026,1025,124
ADE_25_01235,12S160,1252,1251,135
ADE_25_01236,12S160,1307,1302,132
ADE_25_01237,12S160,1073,1070,149
ADE_25_01238,12S160,1434,1430,155
ADE_25_01239,12S160,1048,1042,145
ADE_25_01240,12S160,1084,1081,140
ADE_25_01241,12S160,1436,1433,171
ADE_25_01242,12S160,1556,1554,156
ADE_25_01243,12S160,1,1,1
ADE_25_01244,12S160,1772,1771,165
ADE_25_01245,12S160,1633,1633,156
ADE_25_01246,12S160,1782,1782,185
ADE_25_01247,12S160,353,351,77
ADE_25_01248,12S160,726,725,90
ADE_25_01249,12S160,824,823,111
ADE_25_01250,12S160,518,518,98
ADE_25_01251,12S160,701,701,94
ADE_25_01252,12S160,368,368,73
ADE_25_01253,12S160,425,424,79
ADE_25_01254,12S160,1515,1514,166
ADE_25_01255,12S160,1178,1177,141
ADE_25_01256,12S160,471,469,91
ADE_25_01257,12S160,604,603,96
ADE_25_01258,12S160,605,601,82
ADE_25_01259,12S160,356,356,82
ADE_25_01260,12S160,85,85,43
ADE_25_01261,12S160,89,81,58
ADE_25_01262,12S160,603,603,131
ADE_25_01263,12S160,139,139,55
ADE_25_01264,12S160,200,200,77
ADE_25_01265,12S160,80,80,31
ADE_25_01266,12S160,17,16,16
ADE_25_01267,12S160,28,26,26
ADE_25_01268,12S160,140,138,60
ADE_25_01269,12S160,87,87,66
ADE_25_01270,12S160,180,179,68
ADE_25_01271,12S160,224,224,55
ADE_25_01272,12S160,172,171,52
ADE_25_01273,12S160,137,137,62
ADE_25_01274,12S160,71,69,37
ADE_25_01275,12S160,232,229,69
ADE_25_01276,12S160,66,63,35
ADE_25_01277,12S160,68,67,51
ADE_25_01278,12S160,72,71,59
ADE_25_01279,12S160,59,57,47
ADE_25_01280,12S160,260,260,78
ADE_25_01281,12S160,82,81,52
ADE_25_01282,12S160,88,86,53
ADE_25_01283,12S160,11,10,10
ADE_25_01284,12S160,314,313,96
ADE_25_01285,12S160,596,596,106
ADE_25_01286,12S160,277,277,88
ADE_25_01287,12S160,326,326,89
ADE_25_01288,12S160,76,76,58
ADE_25_01289,12S160,99,99,30
ADE_25_01290,12S160,165,165,53
ADE_25_01291,12S160,328,328,66
ADE_25_01292,12S160,259,258,63
ADE_25_01293,12S160,707,705,114
ADE_25_01294,12S160,1163,1163,142
ADE_25_01295,12S160,898,893,122
ADE_25_01296,12S160,261,255,64
ADE_25_01297,12S160,281,279,89
ADE_25_01298,12S160,378,376,81
ADE_25_01299,12S160,654,651,88
ADE_25_01300,12S160,1096,1095,123
ADE_25_01301,12S160,350,346,95
ADE_25_01302,12S160,144,141,59
ADE_25_01303,12S160,275,274,61
ADE_25_01304,12S160,215,215,46
ADE_25_01305,12S160,655,654,105
ADE_25_01306,12S160,993,992,131
ADE_25_01307,12S160,0,0,0
ADE_25_01308,12S160,472,471,95
ADE_25_01309,12S160,606,604,119
ADE_25_01310,12S160,46,45,40
ADE_25_01311,12S160,797,793,95
ADE_25_01312,12S160,21,17,14
ADE_25_01313,12S160,138,138,52
ADE_25_01314,12S160,245,245,63
ADE_25_01315,12S160,52,50,29
ADE_25_01316,12S160,120,119,38
ADE_25_01317,12S160,226,225,76
ADE_25_01318,12S160,165,165,71
ADE_25_01319,12S160,647,647,109
ADE_25_01320,12S160,1,1,1
ADE_25_01321,12S160,1967,1965,135
ADE_25_01322,12S160,1578,1577,113
ADE_25_01323,12S160,2129,2129,163
ADE_25_01324,12S160,381,378,69
ADE_25_01325,12S160,290,288,77
ADE_25_01326,12S160,213,213,77
ADE_25_01327,12S160,83,80,35
ADE_25_01328,12S160,159,159,51
ADE_25_01329,12S160,245,245,64
ADE_25_01330,12S160,505,505,98
ADE_25_01331,12S160,239,239,65
ADE_25_01332,12S160,225,225,60
ADE_25_01333,12S160,1,1,1
ADE_25_01334,12S160,114,113,44
ADE_25_01335,12S160,372,372,73
ADE_25_01336,12S160,412,412,76
ADE_25_01337,12S160,66,62,42
ADE_25_01338,12S160,555,555,129
ADE_25_01339,12S160,131,129,51
ADE_25_01340,12S160,5,5,5
ADE_25_01341,12S160,530,530,76
ADE_25_01342,12S160,1199,1199,104
ADE_25_01343,12S160,1582,1582,140
ADE_25_01344,12S160,55,52,17
ADE_25_01345,12S160,38,37,30
ADE_25_01346,12S160,70,67,24
ADE_25_01347,12S160,225,223,57
ADE_25_01348,12S160,102,102,62
ADE_25_01349,12S160,88,88,60
ADE_25_01350,12S160,74,73,24
ADE_25_01351,12S160,126,125,34
ADE_25_01352,12S160,53,51,24
ADE_25_01353,12S160,26,25,21
ADE_25_01354,12S160,147,146,38
ADE_25_01355,12S160,74,74,48
ADE_25_01356,12S160,16,15,13
ADE_25_01357,12S160,7,7,7
ADE_25_01358,12S160,7,7,4
ADE_25_01359,12S160,1,0,0
ADE_25_01360,12S160,323,322,76
ADE_25_01361,12S160,125,125,70
ADE_25_01362,12S160,251,250,74
ADE_25_01363,12S160,135,134,49
ADE_25_01364,12S160,134,132,43
ADE_25_01365,12S160,132,131,46
ADE_25_01366,12S160,68,56,27
ADE_25_01367,12S160,175,167,39
ADE_25_01368,12S160,240,234,50
ADE_25_01369,12S160,47,47,38
ADE_25_01370,12S160,38,37,27
ADE_25_01371,12S160,193,192,71
ADE_25_01372,12S160,1,1,1
ADE_25_01373,12S160,879,877,96
ADE_25_01374,12S160,546,545,83
ADE_25_01375,12S160,496,495,85
ADE_25_01376,12S160,113,111,45
ADE_25_01377,12S160,59,58,34
ADE_25_01378,12S160,337,335,78
ADE_25_01379,12S160,0,0,0
ADE_25_01380,12S160,37,37,22
ADE_25_01381,12S160,579,578,107
ADE_25_01382,12S160,626,625,101
ADE_25_01383,12S160,47,42,23
ADE_25_01384,12S160,216,214,53
ADE_25_01385,12S160,20,18,15
ADE_25_01386,12S160,0,0,0
ADE_25_01387,12S160,175,175,68
ADE_25_01388,12S160,88,86,51
ADE_25_01389,12S160,238,238,74
ADE_25_01390,12S160,79,78,44
ADE_25_01391,12S160,51,50,21
ADE_25_01392,12S160,227,225,60
ADE_25_01393,12S160,2,2,2
ADE_25_01394,12S160,1053,1053,109
ADE_25_01395,12S160,1777,1777,120
ADE_25_01396,12S160,1327,1327,125
ADE_25_01397,12S160,37,33,32
ADE_25_01398,12S160,48,41,36
ADE_25_01399,12S160,38,31,30
ADE_25_01400,12S160,1,1,1
ADE_25_01401,12S160,116,116,54
ADE_25_01402,12S160,1,1,1
ADE_25_01403,12S160,1,1,1
ADE_25_01404,12S160,0,0,0
ADE_25_01640,12S160,3,3,3
ADE_25_01641,12S160,1,1,1
N_25_00090,12S160,1,1,1
N_25_00091,12S160,0,0,0
N_25_00092,12S160,1,1,1
P_25_00072,12S160,280,280,91
P_25_00073,12S160,595,595,105
P_25_00074,12S160,363,363,105
P_25_00075,12S160,384,384,105
P_25_00076,12S160,452,452,90
P_25_00077,12S160,357,357,94
P_25_00078,12S160,315,315,98
P_25_00079,12S160,484,484,98
P_25_00080,12S160,395,395,100
P_25_00081,12S160,287,287,93
P_25_00082,12S160,592,592,102
P_25_00083,12S160,255,255,90
ADE_25_00688,COIB1,3152,3114,429
ADE_25_00689,COIB1,2854,2775,362
ADE_25_00690,COIB1,2601,2514,326
ADE_25_00691,COIB1,1064,1063,86
ADE_25_00692,COIB1,399,398,71
ADE_25_00693,COIB1,5311,5246,417
ADE_25_00694,COIB1,2774,2676,127
ADE_25_00695,COIB1,3454,2986,146
ADE_25_00696,COIB1,10,10,9
ADE_25_00697,COIB1,6790,6697,362
ADE_25_00698,COIB1,2447,2389,491
ADE_25_00699,COIB1,2106,2069,547
ADE_25_00700,COIB1,8356,8355,196
ADE_25_00701,COIB1,5274,5156,497
ADE_25_00702,COIB1,4389,4338,435
ADE_25_00703,COIB1,1993,1965,289
ADE_25_00704,COIB1,4588,4512,499
ADE_25_00705,COIB1,1547,1507,281
ADE_25_00706,COIB1,2137,2102,296
ADE_25_00707,COIB1,1534,1492,307
ADE_25_00708,COIB1,4937,4870,386
ADE_25_00709,COIB1,3365,3297,431
ADE_25_00710,COIB1,4068,4010,338
ADE_25_00711,COIB1,348,346,136
ADE_25_00712,COIB1,5671,5606,397
ADE_25_00713,COIB1,3224,3173,458
ADE_25_00714,COIB1,1275,1250,140
ADE_25_00715,COIB1,1295,1201,301
ADE_25_00716,COIB1,12057,12011,376
ADE_25_00717,COIB1,3754,3698,422
ADE_25_00718,COIB1,3054,3032,397
ADE_25_00719,COIB1,2,1,1
ADE_25_00720,COIB1,19,18,10
ADE_25_00730,COIB1,5090,5026,569
ADE_25_00731,COIB1,1452,520,285
ADE_25_00732,COIB1,6483,6394,526
ADE_25_00733,COIB1,1604,1350,333
ADE_25_00734,COIB1,5606,5549,476
ADE_25_00735,COIB1,1810,1718,292
ADE_25_00736,COIB1,4933,4855,547
ADE_25_00737,COIB1,1870,1427,259
ADE_25_00738,COIB1,3387,3150,480
ADE_25_00739,COIB1,1463,1135,282
ADE_25_00740,COIB1,92,1,1
ADE_25_00741,COIB1,6295,6245,449
ADE_25_00742,COIB1,1988,972,300
ADE_25_00743,COIB1,7952,7853,501
ADE_25_00744,COIB1,1292,597,298
ADE_25_00745,COIB1,5474,5421,458
ADE_25_00746,COIB1,1955,744,274
ADE_25_00747,COIB1,5009,4953,361
ADE_25_00748,COIB1,1773,1277,291
ADE_25_00749,COIB1,7648,7605,517
ADE_25_00750,COIB1,2431,808,290
ADE_25_00751,COIB1,1115,1084,280
ADE_25_00752,COIB1,1700,1271,246
ADE_25_00753,COIB1,4526,4481,383
ADE_25_00754,COIB1,1633,749,309
ADE_25_00755,COIB1,1156,1155,94
ADE_25_00756,COIB1,1982,1826,767
ADE_25_00757,COIB1,1431,1255,277
ADE_25_00758,COIB1,3013,2964,397
ADE_25_00759,COIB1,3724,1248,359
ADE_25_00760,COIB1,5726,5672,549
ADE_25_00761,COIB1,866,433,138
ADE_25_00762,COIB1,4787,4727,602
ADE_25_00763,COIB1,1845,1488,391
ADE_25_00764,COIB1,6433,6396,568
ADE_25_00765,COIB1,1605,1074,301
ADE_25_00766,COIB1,6470,6419,479
ADE_25_00767,COIB1,1464,961,281
ADE_25_00768,COIB1,3500,3399,646
ADE_25_00769,COIB1,2381,838,313
ADE_25_00770,COIB1,4452,4403,474
ADE_25_00771,COIB1,1540,783,229
ADE_25_00772,COIB1,448,445,79
ADE_25_00773,COIB1,4,4,4
ADE_25_01177,COIB1,10581,10568,391
ADE_25_01178,COIB1,11179,11163,408
ADE_25_01179,COIB1,10037,10023,368
ADE_25_01180,COIB1,2481,2470,316
ADE_25_01181,COIB1,1573,1554,244
ADE_25_01182,COIB1,2402,2397,362
ADE_25_01183,COIB1,1,1,1
ADE_25_01184,COIB1,5227,5215,298
ADE_25_01185,COIB1,8038,8027,465
ADE_25_01186,COIB1,8460,8455,440
ADE_25_01187,COIB1,2081,2073,270
ADE_25_01188,COIB1,2620,2608,351
ADE_25_01189,COIB1,3696,3688,514
ADE_25_01190,COIB1,4939,4924,292
ADE_25_01191,COIB1,11173,11166,395
ADE_25_01192,COIB1,7,7,7
ADE_25_01193,COIB1,4927,4913,440
ADE_25_01194,COIB1,5233,5220,399
ADE_25_01195,COIB1,4378,4347,637
ADE_25_01196,COIB1,1,1,1
ADE_25_01197,COIB1,2144,2100,473
ADE_25_01198,COIB1,1562,1525,403
ADE_25_01199,COIB1,1034,1016,281
ADE_25_01200,COIB1,6439,6420,662
ADE_25_01201,COIB1,4793,4768,572
ADE_25_01202,COIB1,8346,8314,807
ADE_25_01203,COIB1,1570,1465,257
ADE_25_01204,COIB1,1688,1576,284
ADE_25_01205,COIB1,1037,967,199
ADE_25_01206,COIB1,2532,2274,375
ADE_25_01207,COIB1,2854,2733,569
ADE_25_01208,COIB1,4216,4003,722
ADE_25_01209,COIB1,693,671,157
ADE_25_01210,COIB1,1538,1506,318
ADE_25_01211,COIB1,1189,1163,244
ADE_25_01212,COIB1,1872,1841,338
ADE_25_01213,COIB1,75,73,37
ADE_25_01214,COIB1,1686,1655,313
ADE_25_01215,COIB1,3528,3494,549
ADE_25_01216,COIB1,3232,3201,508
ADE_25_01217,COIB1,5196,5171,765
ADE_25_01218,COIB1,7,7,7
ADE_25_01219,COIB1,1,1,1
ADE_25_01220,COIB1,5396,5368,890
ADE_25_01221,COIB1,6490,6454,947
ADE_25_01222,COIB1,3039,3031,364
ADE_25_01223,COIB1,2943,2927,354
ADE_25_01224,COIB1,3267,3258,409
ADE_25_01225,COIB1,2507,2493,286
ADE_25_01226,COIB1,6575,6542,745
ADE_25_01227,COIB1,5444,5391,668
ADE_25_01228,COIB1,4835,4828,622
ADE_25_01229,COIB1,6838,6819,755
ADE_25_01230,COIB1,4582,4563,513
ADE_25_01231,COIB1,3014,2992,405
ADE_25_01232,COIB1,4002,3986,475
ADE_25_01233,COIB1,2391,2369,352
ADE_25_01234,COIB1,5863,5851,438
ADE_25_01235,COIB1,5262,5241,305
ADE_25_01236,COIB1,7251,7245,478
ADE_25_01237,COIB1,7204,7170,889
ADE_25_01238,COIB1,1968,1919,287
ADE_25_01239,COIB1,4720,4673,664
ADE_25_01240,COIB1,3428,3412,446
ADE_25_01241,COIB1,3086,3052,321
ADE_25_01242,COIB1,3705,3673,398
ADE_25_01243,COIB1,248,244,54
ADE_25_01244,COIB1,3979,3956,386
ADE_25_01245,COIB1,4035,3983,282
ADE_25_01246,COIB1,4037,4013,266
ADE_25_01247,COIB1,3619,3596,422
ADE_25_01248,COIB1,3355,3318,443
ADE_25_01249,COIB1,2,2,2
ADE_25_01250,COIB1,512,510,81
ADE_25_01251,COIB1,7790,7773,493
ADE_25_01252,COIB1,7590,7577,620
ADE_25_01253,COIB1,15577,15558,1192
ADE_25_01254,COIB1,7147,7126,850
ADE_25_01255,COIB1,4569,4559,545
ADE_25_01256,COIB1,2699,2660,474
ADE_25_01257,COIB1,3424,3371,613
ADE_25_01258,COIB1,2609,2570,376
ADE_25_01259,COIB1,5973,5952,435
ADE_25_01260,COIB1,6621,6607,661
ADE_25_01261,COIB1,8603,8587,792
ADE_25_01262,COIB1,5182,5174,677
ADE_25_01263,COIB1,6427,6411,777
ADE_25_01264,COIB1,5589,5582,748
ADE_25_01265,COIB1,6547,6526,453
ADE_25_01266,COIB1,7286,7277,497
ADE_25_01268,COIB1,5743,5729,576
ADE_25_01269,COIB1,3831,3821,436
ADE_25_01270,COIB1,2,2,2
ADE_25_01271,COIB1,4487,4481,351
ADE_25_01272,COIB1,4550,4541,254
ADE_25_01273,COIB1,4833,4797,442
ADE_25_01274,COIB1,4995,4974,565
ADE_25_01275,COIB1,5666,5634,691
ADE_25_01276,COIB1,1,1,1
ADE_25_01277,COIB1,2250,2237,323
ADE_25_01278,COIB1,3280,3275,565
ADE_25_01279,COIB1,2,2,2
ADE_25_01280,COIB1,3827,3822,434
ADE_25_01281,COIB1,4341,4324,567
ADE_25_01282,COIB1,3056,3046,443
ADE_25_01283,COIB1,7468,7461,349
ADE_25_01284,COIB1,5386,5384,182
ADE_25_01285,COIB1,5224,5212,306
ADE_25_01286,COIB1,5803,5787,612
ADE_25_01287,COIB1,4065,4056,580
ADE_25_01288,COIB1,4607,4591,577
ADE_25_01289,COIB1,2700,2699,311
ADE_25_01290,COIB1,4304,4294,407
ADE_25_01291,COIB1,13,13,13
ADE_25_01292,COIB1,6677,6627,907
ADE_25_01293,COIB1,7449,7387,836
ADE_25_01294,COIB1,3164,3129,544
ADE_25_01295,COIB1,7458,7394,830
ADE_25_01296,COIB1,4301,4195,326
ADE_25_01297,COIB1,3363,3281,312
ADE_25_01298,COIB1,4729,4708,360
ADE_25_01299,COIB1,4931,4904,335
ADE_25_01300,COIB1,2848,2821,319
ADE_25_01301,COIB1,3095,1822,540
ADE_25_01302,COIB1,3287,2827,606
ADE_25_01303,COIB1,2220,1102,322
ADE_25_01304,COIB1,1114,962,119
ADE_25_01305,COIB1,1650,1423,156
ADE_25_01306,COIB1,887,676,96
ADE_25_01307,COIB1,8,2,2
ADE_25_01308,COIB1,5641,5627,694
ADE_25_01309,COIB1,2213,2201,269
ADE_25_01310,COIB1,247,246,91
ADE_25_01311,COIB1,8801,8799,604
ADE_25_01312,COIB1,5701,5676,460
ADE_25_01313,COIB1,10015,10002,639
ADE_25_01314,COIB1,5519,5517,321
ADE_25_01315,COIB1,5184,5172,449
ADE_25_01316,COIB1,5881,5878,317
ADE_25_01317,COIB1,5509,5508,365
ADE_25_01318,COIB1,6870,6858,562
ADE_25_01319,COIB1,5797,5782,290
ADE_25_01320,COIB1,2,1,1
ADE_25_01321,COIB1,5465,5411,501
ADE_25_01322,COIB1,3638,3560,509
ADE_25_01323,COIB1,10272,10208,925
ADE_25_01324,COIB1,6240,6224,762
ADE_25_01325,COIB1,8450,8439,849
ADE_25_01326,COIB1,2158,2123,338
ADE_25_01327,COIB1,6997,6985,797
ADE_25_01328,COIB1,18525,18502,1213
ADE_25_01329,COIB1,8098,8083,1023
ADE_25_01330,COIB1,2652,2631,756
ADE_25_01331,COIB1,5,5,5
ADE_25_01332,COIB1,3686,3660,733
ADE_25_01333,COIB1,6,5,5
ADE_25_01334,COIB1,4701,4652,691
ADE_25_01335,COIB1,314,294,100
ADE_25_01336,COIB1,4703,4651,698
ADE_25_01337,COIB1,6886,6870,973
ADE_25_01338,COIB1,10212,10191,1139
ADE_25_01339,COIB1,10193,10167,1109
ADE_25_01340,COIB1,627,620,103
ADE_25_01341,COIB1,5976,5960,780
ADE_25_01342,COIB1,3547,3534,501
ADE_25_01343,COIB1,3472,3463,492
ADE_25_01344,COIB1,2669,2627,395
ADE_25_01345,COIB1,14007,13948,1148
ADE_25_01346,COIB1,3264,3233,532
ADE_25_01347,COIB1,3193,3192,424
ADE_25_01348,COIB1,3757,3750,476
